aid,data,label
94590,0302,11
94590,0303,9
94590,0304,2
94590,0305,4
94590,0306,6
94590,0307,7
94590,0308,7
94590,0309,7
94590,0310,5
94590,0311,10
94590,0312,8
94590,0313,5
94590,0314,6
94590,0315,7
94590,0316,6
94590,0317,2
94612,0316,3
94612,0317,1
94612,0318,2
94619,0226,1
94619,0228,2
94619,0301,2
94619,0302,5
94619,0304,2
94619,0305,1
94619,0309,1
94619,0310,1
94619,0312,2
94619,0313,1
94619,0318,1
94627,0218,2
94627,0219,2
94627,0220,1
94627,0221,2
94639,0221,79
94645,0217,5
94645,0218,8
94645,0221,1
94678,0305,1
94678,0315,1
94678,0316,1
94707,0303,1
94707,0304,5
94707,0306,1
94813,0226,1
94815,0227,151
94815,0228,242
94815,0301,67
94817,0308,11
94817,0310,14
94817,0311,7
94817,0312,9
94817,0313,1
94822,0217,4
94822,0218,7
94822,0219,3
94822,0220,1
94822,0221,7
94823,0309,4
94823,0310,1
94823,0311,1
94823,0314,1
94823,0315,1
94823,0317,3
94823,0319,1
94872,0226,10
94872,0227,8
94924,0227,1
94985,0217,2
94985,0218,4
94985,0219,3
94985,0221,1
94985,0222,1
94992,0224,1
94992,0226,4
94992,0227,2
94992,0228,3
94992,0301,1
94992,0302,2
94992,0304,1
94992,0308,1
94992,0309,2
94992,0311,3
94992,0312,2
94992,0314,1
95012,0319,2
95017,0318,1
95035,0301,16
95035,0302,13
95035,0303,24
95035,0304,17
95035,0305,8
95035,0306,15
95035,0307,8
95035,0308,9
95035,0309,25
95035,0310,14
95035,0311,1
95035,0315,30
95035,0316,15
95035,0317,4
95035,0318,14
95035,0319,5
95060,0308,2
95060,0309,2
95060,0310,2
95186,0318,34
95187,0223,16
95187,0224,3
95205,0218,1
95205,0225,3
95205,0304,1
95208,0218,7
95208,0219,13
95208,0220,10
95208,0221,7
95208,0223,28
95208,0224,31
95208,0225,1
95208,0226,2
95208,0228,2
95208,0301,7
95208,0302,1
95208,0303,3
95208,0304,7
95208,0305,3
95244,0228,5
95244,0301,3
95244,0302,4
95244,0303,13
95244,0304,4
95244,0305,8
95244,0306,4
95244,0307,2
95244,0308,6
95244,0309,3
95244,0310,4
95270,0314,6
95270,0315,8
95270,0316,28
95270,0317,2
95270,0319,2
95286,0222,4
95286,0224,1
95286,0302,94
95286,0303,19
95286,0304,36
95286,0305,61
95286,0306,7
95286,0308,52
95286,0309,59
95286,0310,1
95286,0311,18
95286,0312,24
95286,0313,1
95286,0314,5
95286,0315,27
95286,0317,16
95286,0318,7
95286,0319,2
95345,0217,17
95345,0218,3
95345,0219,10
95345,0220,14
95345,0221,5
95345,0222,4
95345,0223,25
95345,0224,10
95345,0225,14
95345,0226,15
95345,0227,7
95345,0228,8
95345,0301,3
95345,0302,11
95345,0303,5
95345,0304,7
95345,0305,16
95345,0306,10
95345,0307,79
95345,0308,16
95345,0309,18
95345,0310,32
95345,0311,5
95345,0312,9
95345,0313,35
95345,0314,6
95345,0315,11
95345,0316,17
95345,0317,37
95345,0318,9
95345,0319,9
95347,0312,3
95347,0313,2
95347,0315,1
95354,0303,29
95354,0304,16
95354,0305,21
95354,0306,26
95354,0307,14
95354,0308,2
95358,0302,9
95358,0303,50
95358,0304,18
95394,0217,155
95394,0218,180
95394,0219,39
95394,0220,34
95394,0221,26
95405,0223,1
95405,0228,2
95405,0305,1
95405,0308,2
95405,0310,1
95405,0318,1
95452,0308,47
95452,0309,61
95452,0310,70
95452,0311,81
95508,0311,2
95508,0312,34
95508,0313,5
95508,0314,19
95526,0218,11
95526,0226,8
95526,0227,8
95538,0218,2
95538,0219,2
95538,0220,3
95538,0221,3
95538,0223,1
95538,0226,1
95538,0303,4
95538,0304,3
95538,0306,1
95538,0307,1
95538,0308,10
95538,0309,7
95538,0310,16
95538,0311,4
95538,0312,8
95575,0222,1
95575,0223,1
95575,0224,1
95575,0226,2
95575,0301,2
95576,0218,2
95576,0220,1
95576,0221,1
95576,0228,1
95576,0301,1
95640,0314,1
95680,0301,29
95680,0302,23
95680,0303,18
95680,0304,22
95680,0305,14
95680,0306,3
95738,0306,1
95738,0307,6
95738,0308,16
95738,0309,5
95738,0310,3
95738,0311,4
95738,0312,1
95738,0313,5
95816,0219,2
95816,0221,1
95816,0222,1
95816,0223,1
95820,0217,11
95820,0218,6
95820,0224,2
95820,0227,4
95820,0228,5
95837,0312,33
95837,0313,8
95837,0315,9
95837,0319,321
95887,0220,1
95887,0226,1
95887,0227,1
95887,0301,1
95887,0303,2
95887,0304,2
95887,0307,1
95887,0312,1
95887,0313,2
95887,0316,2
95887,0318,2
95888,0217,1
95888,0218,1
95888,0219,1
95915,0306,74
95915,0307,54
95920,0227,1
95920,0311,2
95920,0312,1
95920,0316,1
95920,0317,1
95978,0305,8
95978,0306,13
95978,0307,4
95979,0218,3
95979,0221,1
95979,0301,1
95979,0304,1
95979,0305,1
95979,0306,3
95979,0308,4
95979,0315,1
95979,0318,1
95979,0319,1
95982,0306,8
95995,0217,1
95995,0219,1
95995,0220,1
96003,0226,2
96003,0227,1
96003,0305,1
96010,0302,1
96011,0220,1
96016,0218,1
96060,0219,1
96060,0220,14
96060,0222,2
96060,0223,1
96060,0224,1
96060,0305,2
96060,0306,1
96060,0307,1
96060,0308,2
96060,0309,2
96060,0310,1
96060,0311,2
96081,0309,63
96081,0310,70
96081,0311,118
96081,0312,91
96081,0313,103
96081,0314,96
96081,0315,86
96081,0316,92
96081,0317,101
96081,0318,83
96081,0319,117
96089,0220,5
96089,0304,2
96118,0314,11
96118,0315,27
96169,0313,24
96169,0314,3
96183,0227,4
96187,0217,1
96187,0218,1
96187,0221,3
96187,0222,1
96187,0225,1
96187,0304,1
96187,0309,1
96187,0311,1
96214,0308,3
96214,0309,1
96214,0310,5
96214,0311,3
96214,0312,7
96226,0218,1
96226,0303,1
96226,0305,2
96226,0308,1
96226,0309,2
96226,0311,1
96226,0312,2
96226,0313,1
96254,0217,13
96254,0219,4
96254,0220,4
96254,0221,1
96257,0312,18
96257,0313,8
96257,0314,6
96257,0315,2
96257,0316,3
96257,0317,3
96257,0318,2
96261,0312,10
96261,0313,14
96261,0314,14
96261,0315,6
96266,0217,49
96266,0218,64
96266,0219,64
96266,0220,80
96266,0221,75
96266,0222,60
96266,0223,51
96266,0224,59
96266,0225,48
96266,0226,77
96266,0227,55
96266,0228,48
96266,0301,40
96266,0302,44
96266,0303,43
96266,0304,46
96266,0305,41
96266,0306,46
96266,0307,62
96266,0308,51
96266,0313,19
96266,0314,64
96266,0315,44
96266,0316,46
96266,0317,52
96266,0318,46
96266,0319,58
96333,0309,1
96333,0310,4
96333,0315,1
96350,0217,627
96350,0218,680
96350,0219,428
96350,0220,573
96350,0221,591
96350,0222,435
96350,0223,228
96350,0224,326
96350,0225,207
96350,0226,21
96350,0227,7
96350,0228,3
96350,0301,12
96350,0302,16
96350,0303,21
96350,0304,16
96350,0305,14
96350,0306,19
96350,0307,49
96350,0308,28
96350,0309,28
96350,0310,31
96350,0311,27
96350,0312,3
96350,0313,6
96350,0314,3
96350,0315,1
96350,0316,6
96350,0317,3
96350,0318,1
96350,0319,1
96366,0221,25
96366,0222,20
96366,0223,27
96366,0224,21
96366,0225,2
96373,0227,17
96373,0228,22
96392,0217,1
96392,0218,1
96392,0220,4
96392,0221,3
96392,0224,1
96392,0225,1
96392,0226,3
96392,0301,1
96392,0303,1
96392,0304,1
96392,0305,3
96392,0306,3
96392,0307,2
96392,0308,2
96448,0312,1
96476,0309,4
96476,0310,5
96476,0311,4
96476,0312,2
96476,0313,1
96476,0314,1
96476,0315,1
96476,0317,1
96476,0318,1
96476,0319,4
96493,0217,22
96493,0218,24
96493,0219,37
96493,0220,51
96493,0221,36
96493,0222,19
96493,0223,26
96493,0224,23
96493,0225,55
96493,0226,35
96493,0227,49
96493,0228,60
96493,0301,41
96493,0302,41
96493,0303,35
96493,0304,37
96493,0305,34
96493,0306,40
96493,0307,39
96493,0308,44
96493,0309,54
96493,0310,40
96493,0311,40
96493,0312,27
96493,0313,50
96493,0314,40
96493,0315,58
96493,0316,52
96493,0317,35
96493,0318,37
96493,0319,60
96497,0225,1
96498,0218,3
96498,0219,2
96498,0220,4
96498,0222,2
96498,0223,1
96498,0224,2
96498,0225,2
96498,0226,1
96498,0227,6
96498,0228,3
96498,0301,1
96498,0305,1
96498,0306,1
96498,0307,4
96498,0308,3
96498,0310,5
96498,0311,7
96498,0312,3
96498,0313,3
96498,0314,3
96498,0315,4
96498,0316,1
96498,0317,1
96498,0318,1
96516,0306,1
96568,0308,13
96574,0316,7
96575,0319,196
96613,0305,2
96613,0314,2
96675,0304,29
96675,0305,42
96675,0306,29
96675,0307,36
96675,0308,18
96675,0309,21
96675,0310,42
96711,0217,2
96711,0218,6
96711,0219,8
96711,0220,2
96753,0302,3
96753,0303,1
96937,0222,11
96937,0223,9
96937,0224,21
96937,0225,9
96937,0303,12
96937,0304,32
97036,0217,1
97036,0218,1
97036,0222,1
97036,0223,2
97036,0228,2
97036,0301,1
97036,0303,1
97036,0312,1
97036,0313,1
97066,0217,1
97066,0218,3
97066,0220,5
97066,0221,2
97109,0307,1
97109,0309,2
97109,0310,1
97109,0311,6
97109,0312,3
97109,0313,1
97109,0314,2
97119,0221,1
97119,0225,1
97119,0226,1
97119,0303,1
97119,0306,2
97119,0309,3
97185,0217,2
97185,0218,8
97185,0219,4
97185,0220,7
97185,0221,4
97185,0225,2
97185,0226,2
97185,0227,1
97185,0228,3
97185,0301,5
97185,0302,3
97185,0303,5
97185,0304,2
97185,0305,1
97185,0306,14
97185,0307,14
97185,0308,2
97200,0222,25
97202,0315,55
97202,0316,63
97202,0317,78
97202,0318,68
97202,0319,57
97213,0311,29
97213,0312,12
97213,0313,13
97213,0314,18
97213,0315,11
97213,0316,20
97213,0317,16
97213,0318,18
97213,0319,18
97228,0308,2
97228,0309,22
97228,0310,24
97228,0311,8
97228,0312,3
97228,0313,2
97228,0314,8
97228,0315,6
97228,0316,15
97228,0317,8
97228,0318,4
97228,0319,1
97236,0226,48
97236,0227,44
97236,0228,45
97236,0301,49
97236,0302,46
97236,0303,50
97236,0304,50
97236,0305,51
97236,0306,61
97236,0307,53
97300,0222,4
97301,0309,10
97301,0310,3
97301,0311,11
97301,0312,9
97301,0313,6
97301,0314,3
97301,0315,9
97301,0316,4
97301,0319,2
97333,0218,5
97333,0223,2
97333,0224,3
97345,0222,1
97345,0223,1
97345,0224,1
97345,0228,1
97345,0302,3
97345,0303,1
97345,0304,1
97345,0305,1
97345,0306,2
97345,0307,3
97367,0312,1
97367,0313,24
97367,0314,66
97367,0315,41
97367,0316,28
97367,0317,18
97367,0318,51
97367,0319,70
97371,0307,50
97371,0308,87
97371,0309,51
97371,0310,42
97371,0311,75
97371,0312,76
97371,0313,59
97371,0314,53
97371,0315,9
97371,0319,39
97453,0304,14
97453,0305,5
97488,0316,2
97489,0306,1
97489,0307,28
97489,0308,13
97489,0309,21
97489,0310,40
97489,0311,27
97489,0312,19
97489,0313,19
97489,0314,27
97489,0315,15
97489,0316,21
97489,0317,21
97490,0218,3
97490,0219,2
97490,0222,8
97490,0223,1
97490,0224,1
97490,0225,2
97490,0226,2
97490,0227,1
97490,0228,2
97506,0223,164
97506,0224,14
97506,0225,45
97506,0226,25
97506,0227,10
97506,0228,30
97506,0301,23
97506,0304,29
97528,0225,1
97528,0228,1
97528,0311,1
97528,0314,1
97528,0317,2
97557,0220,1
97557,0222,2
97557,0224,1
97557,0303,1
97557,0317,22
97569,0310,10
97569,0311,5
97605,0313,7
97605,0314,1
97607,0224,3
97607,0225,3
97607,0226,1
97607,0228,1
97607,0304,4
97607,0305,5
97613,0218,69
97613,0219,4
97620,0217,4
97653,0216,3
97653,0217,925
97653,0218,352
97653,0219,88
97653,0220,507
97653,0221,906
97653,0222,811
97653,0223,861
97653,0224,1010
97653,0225,499
97661,0221,1
97661,0222,3
97661,0223,1
97661,0226,1
97661,0227,1
97661,0303,2
97661,0304,2
97661,0305,1
97661,0311,1
97661,0312,3
97661,0313,1
97661,0314,1
97671,0223,1
97671,0310,1
97671,0311,1
97709,0217,5
97709,0218,7
97709,0219,8
97709,0220,10
97709,0221,3
97709,0222,5
97709,0301,2
97709,0302,1
97709,0303,6
97709,0304,2
97709,0305,4
97709,0308,1
97752,0302,3
97752,0303,6
97773,0219,1
97773,0222,1
97773,0223,1
97773,0304,1
97773,0307,1
97773,0308,1
97773,0311,1
97791,0301,2
97862,0227,21
97862,0301,15
97862,0302,21
97862,0303,23
97862,0304,39
97862,0305,16
97862,0306,2
97862,0307,1
97862,0308,23
97862,0309,5
97862,0310,10
97862,0311,13
97862,0312,9
97862,0313,2
97862,0314,3
97862,0315,3
97862,0316,25
97862,0317,16
97862,0318,3
97862,0319,1
97913,0307,7
97913,0313,2
97913,0314,1
97913,0315,1
97913,0316,1
97950,0302,6
97950,0303,9
97950,0304,7
97950,0305,5
97968,0307,4
97968,0308,5
97977,0303,1
97985,0217,1
97985,0218,3
97985,0219,2
97985,0220,8
97985,0223,1
97985,0301,8
97985,0302,1
97985,0307,9
97985,0308,3
97985,0309,1
97985,0311,4
97985,0315,8
97988,0221,1
97998,0218,2
97998,0219,1
97998,0220,4
97998,0221,1
97998,0222,13
97998,0223,12
97998,0224,3
97998,0225,7
97998,0226,14
97998,0227,25
97998,0228,11
97998,0301,10
97998,0302,2
97998,0303,15
97998,0304,4
97998,0309,1
97998,0316,3
97998,0318,1
98022,0224,3
98022,0225,2
98022,0226,1
98022,0227,2
98022,0228,2
98022,0301,4
98022,0302,5
98022,0303,4
98022,0304,4
98022,0305,3
98022,0306,2
98022,0307,1
98028,0307,5
98079,0310,1
98079,0312,1
98079,0313,11
98100,0307,5
98100,0308,7
98100,0309,37
98100,0310,12
98100,0311,10
98100,0312,2
98100,0313,2
98100,0314,3
98100,0315,10
98100,0316,3
98100,0317,6
98100,0318,4
98100,0319,4
98147,0217,15
98147,0218,9
98147,0219,5
98159,0217,4
98159,0218,3
98159,0219,7
98159,0220,9
98159,0221,20
98159,0222,2
98159,0223,5
98159,0225,17
98159,0226,9
98159,0227,13
98159,0228,4
98159,0301,16
98159,0302,5
98159,0303,1
98215,0217,4
98215,0218,8
98215,0219,1
98215,0220,6
98215,0221,4
98215,0222,9
98244,0304,2
98244,0305,7
98265,0225,10
98265,0226,28
98265,0227,31
98265,0228,50
98265,0301,49
98265,0302,32
98265,0303,45
98265,0304,94
98265,0305,77
98265,0306,86
98265,0307,75
98265,0308,79
98265,0309,100
98265,0310,113
98265,0311,50
98265,0312,1
98265,0313,3
98265,0314,1
98269,0218,1
98269,0312,6
98269,0313,2
98269,0315,2
98280,0218,1
98280,0219,30
98280,0220,12
98280,0221,4
98302,0314,17
98302,0315,3
98315,0313,2
98315,0315,1
98339,0317,11
98339,0318,5
98339,0319,5
98356,0217,6
98356,0220,14
98356,0221,5
98356,0222,8
98356,0223,3
98356,0224,3
98356,0226,5
98356,0227,7
98356,0228,3
98367,0318,30
98378,0305,3
98378,0306,85
98378,0307,132
98388,0315,129
98388,0316,390
98388,0317,75
98388,0318,49
98388,0319,1
98406,0227,6
98406,0228,3
98414,0217,1
98414,0218,1
98414,0219,5
98414,0223,4
98414,0224,3
98433,0218,6
98433,0219,60
98433,0221,1
98495,0309,1
98521,0303,2
98521,0305,1
98550,0301,32
98550,0302,30
98550,0303,5
98550,0304,6
98550,0305,7
98550,0306,3
98551,0227,1
98551,0301,1
98579,0305,8
98579,0307,2
98607,0301,6
98607,0302,13
98607,0303,60
98607,0304,52
98614,0222,1
98614,0223,1
98614,0227,2
98614,0228,1
98614,0309,1
98614,0315,1
98614,0317,2
98620,0217,1
98620,0301,1
98620,0303,1
98620,0305,1
98620,0315,1
98620,0316,1
98620,0319,1
98655,0217,1
98655,0218,3
98655,0221,1
98697,0317,2
98819,0217,16
98819,0218,4
98819,0219,4
98819,0220,2
98819,0221,1
98819,0222,4
98819,0223,4
98819,0224,4
98819,0225,10
98819,0227,3
98819,0228,2
98819,0301,2
98819,0302,1
98819,0303,5
98819,0307,8
98819,0308,10
98819,0309,5
98819,0310,3
98819,0311,7
98819,0312,4
98832,0308,7
98832,0309,5
98832,0310,4
98832,0311,3
98832,0316,1
98832,0318,1
98850,0224,8
98850,0225,1
98850,0301,3
98850,0302,9
98850,0303,6
98850,0304,1
98850,0305,1
98864,0220,55
98864,0221,69
98864,0222,49
98864,0223,42
98864,0224,49
98864,0225,2
98864,0226,20
98864,0227,35
98864,0228,59
98864,0301,62
98864,0302,89
98864,0303,90
98864,0304,128
98864,0305,101
98864,0306,84
98864,0307,76
98864,0308,66
98864,0309,73
98864,0310,123
98864,0311,58
98864,0312,72
98864,0313,79
98864,0314,33
98864,0315,23
98864,0316,76
98864,0317,123
98864,0318,64
98864,0319,40
98877,0222,4
98913,0222,1
98913,0301,1
98913,0307,3
98926,0219,2
98926,0221,1
98926,0227,1
98926,0301,1
98933,0310,5
98963,0222,30
98963,0223,1
98963,0224,50
98963,0226,4
98963,0227,4
98963,0228,9
98963,0301,8
98963,0302,2
98963,0303,1
98963,0304,18
98963,0305,24
98963,0306,12
98963,0307,5
98963,0308,8
98963,0309,9
98963,0310,17
98963,0311,11
98963,0312,8
98963,0313,8
98963,0314,4
98963,0315,13
98963,0316,13
98963,0317,11
98963,0318,3
98965,0306,10
98973,0315,2
99012,0310,4
99012,0311,1
99012,0312,1
99012,0316,7
99012,0317,4
99012,0318,7
99012,0319,4
99037,0307,30
99037,0308,13
99061,0313,9
99061,0314,7
99086,0309,2
99086,0317,2
99102,0220,12
99102,0224,7
99102,0301,19
99102,0302,25
99102,0303,10
99102,0304,14
99102,0305,14
99102,0306,24
99106,0301,1
99106,0304,1
99106,0307,2
99106,0309,2
99106,0310,1
99106,0311,2
99106,0312,1
99106,0319,3
99124,0223,23
99124,0224,8
99136,0314,5
99136,0315,195
99136,0316,206
99136,0317,283
99136,0318,133
99136,0319,151
99145,0313,30
99145,0314,54
99145,0315,82
99145,0316,95
99145,0317,82
99145,0318,48
99145,0319,37
99160,0217,12
99160,0219,1
99160,0221,1
99208,0310,2
99208,0311,234
99208,0312,3
99242,0227,34
99250,0219,1
99250,0225,1
99284,0316,1
99284,0317,3
99284,0318,1
99302,0303,79
99302,0304,59
99302,0305,54
99302,0306,49
99302,0307,58
99302,0308,35
99302,0309,53
99302,0310,71
99302,0311,38
99302,0312,33
99302,0313,20
99302,0314,35
99302,0315,24
99302,0316,35
99302,0317,55
99302,0318,34
99302,0319,26
99312,0309,2
99312,0310,2
99312,0311,2
99350,0317,2
99350,0318,3
99359,0312,3
99359,0313,6
99359,0314,2
99359,0315,3
99359,0316,3
99359,0317,3
99359,0318,1
99359,0319,3
99363,0222,11
99366,0223,1
99366,0303,1
99381,0308,503
99381,0309,417
99381,0310,254
99381,0311,371
99381,0312,275
99381,0313,239
99381,0314,269
99381,0315,245
99381,0316,483
99381,0317,458
99381,0318,200
99381,0319,843
99400,0303,30
99400,0306,26
99400,0308,18
99400,0313,12
99400,0315,29
99400,0316,58
99400,0317,88
99462,0221,1
99462,0226,1
99462,0308,1
99468,0226,6
99468,0227,9
99468,0301,3
99468,0302,6
99468,0303,5
99468,0304,2
99468,0305,1
99468,0307,2
99468,0308,2
99468,0309,2
99468,0310,3
99468,0311,1
99468,0312,3
99468,0313,3
99468,0315,1
99480,0307,2
99480,0308,1
99480,0309,6
99537,0301,17
99537,0302,8
99537,0303,3
99537,0304,6
99537,0305,14
99537,0306,11
99537,0307,11
99537,0308,6
99537,0310,35
99537,0311,30
99537,0312,25
99537,0313,25
99537,0314,20
99537,0315,10
99537,0316,18
99537,0317,33
99537,0318,40
99537,0319,51
99545,0226,1
99545,0228,2
99654,0302,1
99681,0222,114
99681,0223,74
99681,0224,101
99681,0225,4
99681,0228,51
99681,0301,32
99681,0302,84
99681,0303,102
99681,0304,64
99681,0305,104
99681,0306,82
99681,0307,102
99681,0308,216
99681,0309,125
99681,0310,149
99681,0311,84
99681,0312,84
99681,0313,122
99681,0314,69
99681,0315,198
99681,0316,167
99681,0317,217
99681,0318,3
99685,0312,2
99685,0316,1
99698,0219,1
99698,0220,2
99698,0221,4
99698,0222,5
99708,0302,3
99729,0218,1
99729,0220,7
99729,0223,3
99729,0225,2
99729,0226,4
99729,0227,1
99729,0228,1
99729,0301,1
99729,0304,1
99729,0306,1
99769,0217,2
99769,0218,6
99769,0219,5
99769,0221,1
99769,0222,1
99769,0223,8
99769,0224,4
99769,0225,5
99769,0226,3
99769,0227,4
99769,0228,3
99769,0301,4
99769,0302,9
99769,0303,1
99769,0304,4
99769,0307,1
99769,0312,2
99769,0314,1
99769,0317,3
99769,0319,1
99786,0226,34
99786,0227,10
99786,0228,13
99786,0301,4
99786,0303,10
99786,0304,3
99786,0305,10
99786,0306,15
99786,0308,4
99786,0309,11
99786,0310,9
99786,0312,15
99786,0314,6
99786,0315,3
99786,0316,9
99786,0317,2
99786,0318,7
99835,0222,3
99835,0224,1
99835,0225,1
99835,0228,2
99835,0301,1
99835,0310,4
99867,0217,1
99867,0218,1
99867,0219,1
99871,0220,22
99871,0221,3
99871,0222,6
99896,0218,1
99896,0219,1
99896,0220,9
99896,0221,8
99896,0222,6
99896,0223,8
99896,0224,1
99919,0308,4
99919,0317,1
99919,0318,26
99919,0319,12
99928,0318,408
99928,0319,712
100007,0310,13
100007,0313,7
100007,0314,1
100007,0315,8
100007,0316,7
100007,0317,7
100007,0318,10
100040,0303,3
100046,0309,2
100046,0310,1
100046,0314,1
100046,0318,1
100091,0219,5
100104,0219,1
100104,0221,9
100104,0222,12
100104,0223,3
100104,0224,2
100104,0225,4
100104,0226,4
100104,0227,3
100104,0228,9
100104,0301,3
100104,0302,2
100104,0303,4
100104,0304,4
100104,0305,3
100104,0306,7
100104,0307,6
100104,0308,2
100104,0309,3
100104,0310,5
100104,0311,1
100104,0314,1
100104,0315,4
100104,0316,2
100104,0317,10
100104,0318,3
100104,0319,2
100129,0302,43
100129,0303,120
100129,0304,37
100129,0305,26
100129,0306,42
100129,0307,39
100129,0308,46
100129,0309,14
100129,0315,24
100137,0307,3
100137,0308,1
100137,0309,3
100137,0310,1
100137,0311,4
100137,0312,2
100137,0313,1
100152,0226,21
100152,0227,7
100152,0228,8
100152,0301,10
100152,0302,6
100152,0303,10
100152,0304,13
100212,0219,49
100212,0220,119
100212,0221,119
100212,0222,72
100219,0227,13
100219,0228,203
100219,0301,82
100243,0317,34
100243,0318,2
100243,0319,22
100258,0316,2
100258,0317,7
100258,0318,7
100258,0319,5
100290,0218,3
100290,0219,3
100320,0217,1
100320,0218,1
100320,0221,9
100320,0222,4
100320,0223,1
100320,0228,1
100320,0303,34
100320,0304,12
100320,0305,21
100320,0306,5
100320,0307,3
100320,0308,3
100320,0309,2
100320,0314,2
100352,0222,12
100352,0311,3
100352,0316,7
100352,0318,17
100436,0317,2
100441,0223,7
100441,0224,4
100441,0225,1
100441,0226,3
100441,0227,5
100441,0228,3
100441,0301,1
100448,0302,3
100448,0303,2
100448,0306,6
100448,0307,3
100448,0308,6
100448,0309,3
100448,0310,4
100448,0315,8
100448,0316,12
100448,0317,14
100448,0318,6
100448,0319,1
100472,0224,3
100472,0301,1
100479,0217,3
100479,0219,1
100479,0220,7
100479,0221,3
100479,0222,4
100479,0223,1
100479,0224,5
100479,0225,6
100479,0226,16
100479,0227,6
100479,0228,2
100479,0301,2
100479,0302,3
100479,0303,7
100479,0304,7
100479,0305,6
100479,0306,3
100479,0307,2
100479,0308,7
100479,0309,2
100479,0310,2
100479,0311,9
100479,0312,10
100479,0313,6
100479,0314,10
100479,0315,6
100479,0316,1
100479,0317,9
100479,0318,11
100479,0319,2
100495,0218,1
100495,0315,1
100519,0316,44
100526,0311,2
100526,0312,10
100526,0313,5
100526,0314,4
100526,0315,8
100526,0316,19
100526,0317,15
100526,0318,19
100526,0319,19
100580,0217,1
100580,0218,1
100584,0218,4
100584,0219,3
100584,0220,2
100641,0304,106
100641,0307,86
100682,0226,1
100682,0227,1
100682,0302,1
100683,0313,7
100701,0302,40
100701,0303,36
100701,0304,25
100701,0305,20
100701,0306,28
100701,0307,25
100701,0308,20
100703,0227,1
100703,0304,1
100730,0302,7
100731,0225,13
100738,0319,8
100769,0228,2
100769,0301,4
100769,0302,3
100769,0303,1
100769,0304,2
100769,0305,2
100769,0306,4
100769,0307,3
100769,0308,6
100791,0218,2
100791,0220,1
100791,0301,1
100791,0302,1
100791,0305,2
100791,0306,1
100791,0307,3
100791,0310,1
100797,0303,2
100815,0217,1
100815,0218,1
100815,0223,1
100815,0225,1
100815,0304,1
100815,0306,2
100815,0308,1
100815,0313,1
100815,0314,1
100815,0317,1
100815,0319,1
100821,0319,2
100830,0225,41
100830,0226,11
100860,0223,2
100860,0315,2
100861,0305,1
100861,0306,1
100861,0308,2
100861,0309,6
100861,0310,4
100888,0315,1
100888,0316,3
100888,0317,13
100888,0318,3
100888,0319,9
100896,0217,8
100896,0218,13
100896,0219,3
100896,0220,13
100896,0221,6
100896,0222,4
100896,0223,7
100896,0224,6
100896,0227,2
100896,0301,14
100896,0302,28
100896,0303,22
100896,0304,16
100896,0305,6
100920,0301,1
100920,0302,7
100943,0218,8
100990,0218,2
100990,0223,3
100990,0224,7
100990,0301,4
100990,0302,5
100990,0303,4
100990,0304,2
100990,0305,4
101093,0301,5
101093,0302,2
101094,0218,2
101094,0225,8
101094,0304,14
101157,0314,131
101163,0217,1
101163,0220,1
101210,0217,1
101210,0218,27
101210,0219,49
101210,0220,39
101210,0221,24
101210,0222,21
101210,0224,2
101210,0225,4
101210,0226,3
101210,0227,3
101210,0228,4
101210,0301,17
101210,0302,23
101210,0303,28
101281,0315,3
101281,0319,1
101307,0313,1
101307,0316,2
101307,0317,5
101313,0301,94
101313,0304,409
101313,0305,52
101313,0307,280
101313,0309,63
101318,0314,7
101318,0315,3
101318,0316,4
101318,0317,10
101328,0303,2
101328,0314,4
101328,0315,16
101328,0316,19
101328,0317,21
101328,0318,20
101328,0319,12
101329,0314,16
101370,0315,1
101370,0316,3
101370,0317,6
101370,0318,1
101383,0217,2
101383,0218,3
101383,0223,3
101383,0224,2
101383,0225,4
101383,0226,1
101383,0228,1
101383,0302,1
101383,0303,1
101383,0306,3
101383,0308,2
101383,0309,2
101383,0311,2
101383,0312,2
101383,0313,1
101383,0316,3
101383,0318,1
101383,0319,1
101384,0217,22
101384,0218,31
101384,0219,50
101384,0220,47
101384,0221,9
101384,0222,36
101384,0223,14
101384,0224,13
101384,0225,5
101384,0226,10
101384,0227,28
101384,0228,5
101384,0301,19
101384,0302,9
101384,0303,3
101384,0304,25
101384,0305,2
101384,0306,6
101384,0307,38
101384,0308,6
101384,0309,4
101384,0310,6
101384,0311,6
101384,0312,22
101384,0313,20
101384,0314,22
101384,0315,47
101384,0316,18
101384,0317,21
101384,0318,4
101384,0319,10
101406,0317,1
101410,0221,4
101410,0225,1
101410,0226,1
101410,0227,1
101410,0228,6
101423,0220,4
101423,0221,2
101423,0223,2
101423,0227,1
101423,0228,1
101446,0220,1
101446,0221,1
101476,0220,6
101476,0221,1
101476,0305,1
101480,0306,1
101532,0221,4
101532,0222,12
101532,0223,11
101532,0224,9
101532,0227,16
101532,0302,1
101532,0303,1
101538,0218,1
101538,0220,5
101538,0221,1
101538,0222,1
101553,0217,11
101553,0218,1
101553,0219,9
101553,0220,8
101553,0221,18
101553,0222,9
101642,0308,3
101642,0309,7
101642,0310,19
101642,0311,9
101642,0312,17
101642,0313,40
101642,0314,53
101642,0315,3
101642,0316,3
101642,0317,2
101642,0318,1
101642,0319,1
101701,0217,1
101701,0220,1
101701,0221,3
101701,0222,2
101701,0226,1
101701,0228,2
101701,0303,1
101701,0304,1
